"Ticker","Exchange","financialCurrency","currentPrice","sharesOutstanding","sec_id"
"BSX.TO","TOR","CAD",0.175,427023008,"sec_5779"
"BSY.F","FRA","EUR",0.01,6600000,"sec_5780"
"BSYBF","PNK","GBP",19.557281,1712150016,"sec_5781"
"BSYI","PNK","CAD",0.007,116441000,"sec_5782"
"BT-A.L","LSE","GBP",225.85,9850040320,"sec_5783"
"BT","NYQ","GBP",14.52,9893000192,"sec_5784"
"BT1.F","FRA","EUR",10.2,6849650,"sec_5785"
"BT3.F","FRA","USD",2.11,126873000,"sec_5786"
"BT6.F","FRA","CNY",17.39,72294704,"sec_5787"
"BTAFF","PNK","GBP",53.155033,2284999936,"sec_5788"
"BTB-UN.TO","TOR","CAD",4.9,55064500,"sec_5789"
"BTBIF","PNK","CAD",3.76869,55064500,"sec_5790"
"BTCIM.IS","IST","TRY",2.88,179952000,"sec_5791"
"BTCS","PNK","USD",0.0489,372606016,"sec_5792"
"BTCY","PNK","USD",3.23,26702800,"sec_5793"
"BTDPF","PNK","GBP",7,1006729984,"sec_5794"
"BTE","NYQ","CAD",2.78,234204000,"sec_5795"
"BTE.TO","TOR","CAD",3.64,236700000,"sec_5796"
"BTF.F","FRA","USD",32.16,31826000,"sec_5797"
"BTFL","PNK","USD",5e-04,113928000,"sec_5798"
"BTG","ASE","USD",2.16,978012032,"sec_5799"
"BTG.L","LSE","GBP",534,387046016,"sec_5800"
"BTGGF","PNK","GBP",6.71,386427008,"sec_5801"
"BTGI","PNK","USD",3e-04,778003968,"sec_5802"
"BTGOF","PNK","GBP",2.03,9893000192,"sec_5803"
"BTH.CN","CNQ","CAD",0.13,57364000,"sec_5804"
"BTHCF","PNK","CAD",0.09793,57364000,"sec_5805"
"BTHE","PNK","USD",0.0539,108010000,"sec_5806"
"BTHI","PNK","USD",3,21064700,"sec_5807"
"BTHR","PNK","USD",0.048,1500040,"sec_5808"
"BTI.AX","ASX","AUD",0.86,120248000,"sec_5809"
"BTI.F","FRA","CAD",0.076,57364000,"sec_5810"
"BTI","NYQ","GBP",53.69,1.858e+09,"sec_5811"
"BTI.V","VAN","CAD",0.45,58587400,"sec_5812"
"BTKGF","PNK","SGD",0.76,563276992,"sec_5813"
"BTL.F","FRA","USD",62.63,535009984,"sec_5814"
"BTL.V","VAN","CAD",4.05,23868900,"sec_5815"
"BTLCY","PNK","GBP",8.32,1029760000,"sec_5816"
"BTLLF","PNK","CAD",3.12,23623800,"sec_5817"
"BTN","ASE","USD",5.1,14422100,"sec_5818"
"BTN.MX","MEX","GBP",272.71,9850040320,"sec_5819"
"BTNC-R.BK","SET","THB",22.5,1.2e+07,"sec_5820"
"BTNC.BK","SET","THB",22.5,1.2e+07,"sec_5821"
"BTO.TO","TOR","USD",2.85,988584000,"sec_5822"
"BTOW","PNK","USD",0.85,48290,"sec_5823"
"BTOW3.SA","SAO","BRL",27.36,453724000,"sec_5824"
"BTPC.F","FRA","SEK",0.358,96824304,"sec_5825"
"BTQ.DE","GER","GBP",2.52,9850040320,"sec_5826"
"BTQ.F","FRA","GBP",2.521,9850040320,"sec_5827"
"BTQNF","PNK","CAD",0.05,93966704,"sec_5828"
"BTR.V","VAN","CAD",0.305,233986000,"sec_5829"
"BTS-B.ST","STO","SEK",125,18033300,"sec_5830"
"BTS-R.BK","SET","THB",9.25,11844500480,"sec_5831"
"BTS.BK","SET","THB",9.25,11845199872,"sec_5832"
"BTSGF","PNK","THB",0.23,11844500480,"sec_5833"
"BTSGY","PNK","THB",27.6,11839200256,"sec_5834"
"BTT.V","VAN","CAD",0.055,35840500,"sec_5835"
"BTTL.BO","BSE","INR",12,58373300,"sec_5836"
"BTTL3.SA","SAO","BRL",3,2950370,"sec_5837"
"BTTL4.SA","SAO","BRL",3,12408800,"sec_5838"
"BTU","NYQ","USD",41.7,121700000,"sec_5839"
"BTV.V","VAN","CAD",0.14,71507400,"sec_5840"
"BTVCF","PNK","GBP",10.32,264286000,"sec_5841"
"BTVCY","PNK","GBP",20.16,262584992,"sec_5842"
"BTW.F","FRA","USD",26.1,279998016,"sec_5843"
"BTX","ASE","USD",2.45,126877000,"sec_5844"
"BTX.TA","TLV","USD",911.1,126873000,"sec_5845"
"BU.TO","TOR","CAD",0.4,43941500,"sec_5846"
"BU9.F","FRA","USD",0.238,25423100,"sec_5847"
"BUCIM.IS","IST","TRY",4.84,105816000,"sec_5848"
"BUCN.SW","EBS","CHF",316.6,10224400,"sec_5849"
"BUD.AX","ASX","AUD",0.11,1149049984,"sec_5850"
"BUD.F","FRA","AUD",0.142,432020992,"sec_5851"
"BUD","NV","USD",99.86,1933699968,"sec_5852"
"BUD.V","VAN","CAD",0.06,28078500,"sec_5853"
"BUDZ","PNK","USD",2.52,101786000,"sec_5854"
"BUF.F","FRA","EUR",0.141,3780000,"sec_5855"
"BUF.V","VAN","ZAR",0.01,416583008,"sec_5856"
"BUFAB.ST","STO","SEK",109.2,38110500,"sec_5857"
"BUG.AX","ASX","AUD",0.33,86021904,"sec_5858"
"BUHA.F","FRA","CHF",278.4,10231700,"sec_5859"
"BUHPF","PNK","THB",5.49,728750976,"sec_5860"
"BUI.F","FRA","USD",144.1,66877500,"sec_5861"
"BUI","NYQ","",20.58,NA,"sec_5862"
"BUI.PA","PAR","EUR",7.75,673850,"sec_5863"
"BUI.TO","TOR","CAD",3.6,2.5e+07,"sec_5864"
"BUKS","PNK","USD",0.2351,64743300,"sec_5865"
"BUL.AX","ASX","AUD",0.075,1175810048,"sec_5866"
"BUL.V","VAN","CAD",0.085,152518000,"sec_5867"
"BULTEN.ST","STO","SEK",109.8,20359700,"sec_5868"
"BUOB.F","s","DKK",18.96,43167500,"sec_5869"
"BUR.F","FRA","USD",0.002,62322499584,"sec_5870"
"BUR.PA","PAR","EUR",1315,1757890,"sec_5871"
"BURBY","PNK","GBP",28.655,415375008,"sec_5872"
"BURCA","PNK","USD",15,3109350,"sec_5873"
"BURCB","PNK","USD",14.05,1443150,"sec_5874"
"BURCE.IS","IST","TRY",2.88,8424000,"sec_5875"
"BURE.ST","STO","SEK",110.8,69332704,"sec_5876"
"BURL","NYQ","USD",164.99,67612400,"sec_5877"
"BURL.MX","MEX","USD",2988.45,66877500,"sec_5878"
"BURNPUR.BO","BSE","INR",5.9,86124400,"sec_5879"
"BURNPUR.NS","NSI","INR",5.7,790080000,"sec_5880"
"BURVA.IS","IST","TRY",1.55,7347670,"sec_5881"
"BUS.V","VAN","CAD",1.26,72210400,"sec_5882"
"BUSE","NMS","USD",31.35,48776000,"sec_5883"
"BUTTERFLY.BO","BSE","INR",316.05,17879600,"sec_5884"
"BUTTERFLY.NS","NSI","INR",316.1,16174400,"sec_5885"
"BUWA.F","FRA","USD",274.87,29835000,"sec_5886"
"BUX.AX","ASX","AUD",0.185,114314000,"sec_5887"
"BUX.CN","CNQ","CAD",0.065,62794100,"sec_5888"
"BUY.AX","ASX","AUD",0.005,953401024,"sec_5889"
"BUY.F","FRA","USD",68.56,2.81e+08,"sec_5890"
"BUZ1.F","FRA","GBP",26.07,330000992,"sec_5891"
"BV","NMS","USD",17.45,102425000,"sec_5892"
"BV0.F","FRA","SEK",6.285,202167008,"sec_5893"
"BV2.F","FRA","CAD",0.912,258163008,"sec_5894"
"BV3.F","S","DKK",21.98,32245000,"sec_5895"
"BV5.F","FRA","EUR",0.807,393164000,"sec_5896"
"BVA.L","LSE","EUR",5.4275,6660360192,"sec_5897"
"BVA.V","VAN","CAD",0.08,55118600,"sec_5898"
"BVB.DE","GER","EUR",6.01,91981104,"sec_5899"
"BVB.F","FRA","EUR",5.985,92433296,"sec_5900"
"BVBC","PNK","USD",11.75,5644550,"sec_5901"
"BVC.L","LSE","USD",40.65,403400992,"sec_5902"
"BVCL.BO","BSE","INR",18.7,22160000,"sec_5903"
"BVCL.NS","NSI","INR",18.5,22160000,"sec_5904"
"BVDRF","PNK","EUR",8.24,27855000,"sec_5905"
"BVERS","PNK","",1174.99,NA,"sec_5906"
"BVF.F","FRA","USD",19.02,349600992,"sec_5907"
"BVFL","PNK","USD",10.5,2985300,"sec_5908"
"BVI.F","FRA","HKD",0.128,1016609984,"sec_5909"
"BVI.PA","PAR","EUR",22.26,435411008,"sec_5910"
"BVIC.L","LSE","GBP",787,263888000,"sec_5911"
"BVILF","PNK","AUD",8.57,130095000,"sec_5912"
"BVN","NYQ","USD",12.2,253987008,"sec_5913"
"BVNRY","S","DKK",9.725,32245000,"sec_5914"
"BVO.V","VAN","CAD",2.21,26215900,"sec_5915"
"BVRDF","PNK","EUR",26.51,435411008,"sec_5916"
"BVS.L","LSE","GBP",1137,134394000,"sec_5917"
"BVSN","NGM","USD",1.9,4996780,"sec_5918"
"BVT.F","FRA","INR",14.94,263000992,"sec_5919"
"BVTEF","PNK","CAD",0.0776,69832600,"sec_5920"
"BVTLF","PNK","CAD",0.0297,33153100,"sec_5921"
"BVX","ASE","USD",4.86,33203500,"sec_5922"
"BVXB.F","FRA","BRL",9.83,6498639872,"sec_5923"
"BVXP.L","LSE","GBP",3080,5138670,"sec_5924"
"BVXV","NCM","ILS",5.69,6535490,"sec_5925"
"BVZN.SW","EBS","CHF",885,197269,"sec_5926"
"BW","NYQ","USD",1.44,168675008,"sec_5927"
"BW3.F","FRA","GBP",8.008,504527008,"sec_5928"
"BW8.F","FRA","USD",1.28,610200000,"sec_5929"
"BW9.F","FRA","USD",3.59,139500992,"sec_5930"
"BWA","NYQ","USD",45.28,208867008,"sec_5931"
"BWB.DE","GER","EUR",1.93,45631700,"sec_5932"
"BWB.F","FRA","EUR",1.87,42220000,"sec_5933"
"BWEL","PNK","",672,NA,"sec_5934"
"BWEN","NCM","USD",2.12,15470700,"sec_5935"
"BWF.AX","ASX","AUD",0.93,61040400,"sec_5936"
"BWFG","NGM","USD",31.48,7729620,"sec_5937"
"BWG-R.BK","SET","THB",0.97,3832120064,"sec_5938"
"BWG.BK","SET","THB",0.97,3832120064,"sec_5939"
"BWG","NYQ","",11.37,NA,"sec_5940"
"BWI.F","FRA","USD",56.44,86792000,"sec_5941"
"BWINA","NGM","USD",23.2,2623110,"sec_5942"
"BWINB","NGM","USD",23.35,12418100,"sec_5943"
"BWMG","PNK","USD",0.021,103144000,"sec_5944"
"BWNG.L","LSE","GBP",140.5,284372992,"sec_5945"
"BWO.DE","GER","EUR",29.44,99773504,"sec_5946"
"BWO.F","FRA","EUR",29.48,124185000,"sec_5947"
"BWO.OL","OSL","USD",47.5,184940992,"sec_5948"
"BWOWF","PNK","USD",0.006,8401000,"sec_5949"
"BWP.AX","ASX","AUD",3.26,642384000,"sec_5950"
"BWP","NYQ","USD",12.06,250296992,"sec_5951"
"BWPC","PNK","USD",0.1,2557750,"sec_5952"
"BWR.AX","ASX","AUD",1.45,66635400,"sec_5953"
"BWR.V","VAN","CAD",0.035,64412500,"sec_5954"
"BWSOF","PNK","CAD",0.07305,41932400,"sec_5955"
"BWTL","PNK","USD",2.79,4167000,"sec_5956"
"BWTX","PNK","USD",0.024,342836000,"sec_5957"
"BWV.F","FRA","EUR",30.1,14370500,"sec_5958"
"BWVI","PNK","",0.18,NA,"sec_5959"
"BWX.AX","ASX","AUD",4.5,123596000,"sec_5960"
"BWXT","NYQ","USD",62.98,99708600,"sec_5961"
"BWY.L","LSE","GBP",2894,122844000,"sec_5962"
"BX","NYQ","USD",36.2,667150016,"sec_5963"
"BX7.F","FRA","EUR",20.66,322593984,"sec_5964"
"BXB.AX","ASX","USD",9.94,1591929984,"sec_5965"
"BXBLY","PNK","USD",14.565,1591090048,"sec_5966"
"BXC","NYQ","USD",34.58,9288670,"sec_5967"
"BXE","NYQ","CAD",0.9102,49378000,"sec_5968"
"BXE.TO","TOR","CAD",1.22,61763000,"sec_5969"
"BXK.F","FRA","COP",39.19,961827008,"sec_5970"
"BXLC","PNK","USD",10.47,1012000,"sec_5971"
"BXMT","NYQ","USD",33.8,118342000,"sec_5972"
"BXN.AX","ASX","AUD",0.036,640145024,"sec_5973"
"BXNG","PNK","USD",0.52,23613600,"sec_5974"
"BXP-PB","NYQ","USD",24.55,0,"sec_5975"
"BXP.F","FRA","USD",31.93,59687700,"sec_5976"
"BXP","NYQ","USD",132.15,154412000,"sec_5977"
"BXP.L","LSE","BDT",52.5,405556000,"sec_5978"
"BXR.F","FRA","USD",15.59,302627008,"sec_5979"
"BXR.V","VAN","CAD",0.03,191751008,"sec_5980"
"BXRDF","PNK","AUD",0.0445,214422000,"sec_5981"
"BXS","NYQ","USD",34.55,98691200,"sec_5982"
"BXTMF","PNK","CAD",0.1683,63962400,"sec_5983"
"BXZ.F","FRA","AUD",7.17,391174016,"sec_5984"
"BY6A.F","FRA","CNY",9.76,2728140032,"sec_5985"
"BYCBF","PNK","CHF",1700,5486010,"sec_5986"
"BYD-UN.TO","TOR","CAD",123.76,19670600,"sec_5987"
"BYD","NYQ","USD",35.8,112274000,"sec_5988"
"BYDDF","PNK","CNY",5.63,2728140032,"sec_5989"
"BYDDY","PNK","CNY",11.185,5121240064,"sec_5990"
"BYE.AX","ASX","USD",0.295,684987008,"sec_5991"
"BYFC","NCM","USD",1.6,18662400,"sec_5992"
"BYG.F","FRA","EUR",36.47,4e+08,"sec_5993"
"BYG.L","LSE","GBP",948,158016000,"sec_5994"
"BYI.AX","ASX","AUD",0.74,61337000,"sec_5995"
"BYL.TO","TOR","CAD",3.29,39803200,"sec_5996"
"BYLB","PNK","",68,NA,"sec_5997"
"BYLOF","PNK","GBP",12.45,156760000,"sec_5998"
"BYOGF","PNK","AUD",0.0044,953401024,"sec_5999"
"BYROF","PNK","USD",0.22,684987008,"sec_6000"
"BYW.DE","GER","EUR",31.4,34693900,"sec_6001"
"BYW.F","FRA","EUR",30.8,1243250,"sec_6002"
"BYW6.DE","GER","EUR",29.5,34693900,"sec_6003"
"BYY.F","FRA","SEK",3.65,60999000,"sec_6004"
"BZ.V","VAN","CAD",0.06,26039500,"sec_6005"
"BZ1.F","FRA","EUR",27.3,15159100,"sec_6006"
"BZ6.F","FRA","EUR",38.25,1.3e+07,"sec_6007"
"BZ7A.F","FRA","THB",4.57,728750976,"sec_6008"
"BZ9.F","FRA","USD",43.18,143122000,"sec_6009"
"BZDLF","PNK","CAD",0.1197,50606600,"sec_6010"
"BZG2.F","FRA","IDR",1.38,24654999552,"sec_6011"
"BZH","NYQ","USD",12.84,32182400,"sec_6012"
"BZI.F","FRA","PLN",79.4,99234496,"sec_6013"
"BZIC","PNK","USD",0.0139,67504000,"sec_6014"
"BZLFF","PNK","GBP",29.55,330000992,"sec_6015"
"BZLFY","PNK","GBP",30.24,329500000,"sec_6016"
"BZM","ASE","USD",14.42,2081180,"sec_6017"
"BZQIF","PNK","ILS",1.055,2888890112,"sec_6018"
"BZQIY","PNK","ILS",5.135,2753850112,"sec_6019"
"BZT.L","LSE","GBP",0.34,790440000,"sec_6020"
"BZU.MI","MIL","EUR",17.695,165299008,"sec_6021"
"BZUN","NMS","CNY",50.7,56622800,"sec_6022"
"BZUR.MI","MIL","EUR",10.22,40682700,"sec_6023"
"BZY.F","FRA","EUR",31.58,93028304,"sec_6024"
"BZYR","PNK","USD",0.045,131448000,"sec_6025"
"BZZ.F","FRA","CAD",69.74,652099968,"sec_6026"
"BZZFF","PNK","EUR",12.578359,205982000,"sec_6027"
"BZZUF","PNK","EUR",20.6084,205982000,"sec_6028"
"BZZUY","PNK","EUR",9.55,205982000,"sec_6029"
"C-PJ","NYQ","USD",28.1,2724559872,"sec_6030"
"C.BA","BUE","USD",69,2516610048,"sec_6031"
"C","NYQ","USD",69.67,2516600064,"sec_6032"
"C.MX","MEX","USD",1308.52,2724559872,"sec_6033"
"C07.SI","SES","USD",33.55,395236000,"sec_6034"
"C08.F","FRA","USD",8.63,149146000,"sec_6035"
"C0V.F","FRA","CNY",0.349,53241098240,"sec_6036"
"C19.F","FRA","USD",19.72,63265100,"sec_6037"
"C1A.F","FRA","USD",5.94,77081104,"sec_6038"
"C1B1.F","FRA","BRL",17.93,266015008,"sec_6039"
"C1V.DE","GER","EUR",4.16,8452550,"sec_6040"
"C25.F","FRA","USD",50.16,32715200,"sec_6041"
"C2PU.SI","SES","SGD",2.72,605001984,"sec_6042"
"C38U.SI","SES","SGD",2.21,3548930048,"sec_6043"
"C47.F","FRA","USD",27.43,24855300,"sec_6044"
"C4C.F","FRA","CNY",0.6,74410999808,"sec_6045"
"C4F.F","FRA","USD",41.66,233232000,"sec_6046"
"C4XD.L","LSE","GBP",95,46555100,"sec_6047"
"C50.SI","SES","SGD",0.12,302212000,"sec_6048"
"C52.SI","SES","SGD",2.29,2165400064,"sec_6049"
"C5K.F","FRA","CNY",0.077,1915719936,"sec_6050"
"C6L.SI","SES","SGD",9.58,1183580032,"sec_6051"
"C6T.F","FRA","CNY",0.752,246049996800,"sec_6052"
"C6Y.F","FRA","USD",20.43,101820000,"sec_6053"
"C70.F","FRA","EUR",100.8,25314500,"sec_6054"
"C76.SI","SES","USD",6,70331600,"sec_6055"
"C7C.F","FRA","USD",3.89,361131008,"sec_6056"
"C7W.F","FRA","CAD",24.63,88831000,"sec_6057"
"C7Y.F","FRA","HKD",0.089,1822759936,"sec_6058"
"C8I.F","FRA","EUR",63.5,4363200,"sec_6059"
"CA","NMS","USD",43.63,418179008,"sec_6060"
"CA.PA","PAR","EUR",14.955,777532992,"sec_6061"
"CAA.AX","ASX","AUD",0.16,480288992,"sec_6062"
"CAAS","NCM","USD",3.75,31644000,"sec_6063"
"CAB.AX","ASX","AUD",2.27,120431000,"sec_6064"
"CABB","PNK","",0.14,1850000,"sec_6065"
"CABK.MC","MCE","EUR",3.784,5978630144,"sec_6066"
"CABO","NYQ","USD",788.04,5703110,"sec_6067"
"CAC","NMS","USD",45.17,15576200,"sec_6068"
"CAC1.F","FRA","JPY",14,246327008,"sec_6069"
"CACC","NMS","USD",443.13,19408700,"sec_6070"
"CACI","NYQ","USD",187.2,24697400,"sec_6071"
"CADC","NCM","USD",5.45,4988650,"sec_6072"
"CADN.SW","EBS","ARS",1.36,187596000,"sec_6073"
"CADO.BA","BUE","ARS",8.82,120948000,"sec_6074"
"CAE","NYQ","CAD",20.1,269043008,"sec_6075"
"CAF.AX","ASX","AUD",0.355,156932992,"sec_6076"
"CAF.MC","MCE","EUR",38.25,34280800,"sec_6077"
"CAF.PA","PAR","EUR",91.7,8643540,"sec_6078"
"CAFO.PA","PAR","EUR",9,8522540,"sec_6079"
"CAFS","PNK","",0.014,NA,"sec_6080"
"CAG","NYQ","USD",37.48,391644992,"sec_6081"
"CAGU","PNK","USD",0.3,10056400,"sec_6082"
"CAH","NYQ","USD",51.9,310684992,"sec_6083"
"CAI","NYQ","USD",23.9,19102000,"sec_6084"
"CAJ.AX","ASX","AUD",0.3,805964032,"sec_6085"
"CAJ","NYQ","JPY",31.83,1079760000,"sec_6086"
"CAKE","NMS","USD",51.32,44111300,"sec_6087"
"CAL","NYQ","USD",36.4,43187200,"sec_6088"
"CAL.L","LSE","GBP",45.25,723057024,"sec_6089"
"CALA","NMS","USD",4.5,35987400,"sec_6090"
"CALCOM.BO","BSE","INR",18.04,10543500,"sec_6091"
"CALI","NCM","USD",0.55,4840390,"sec_6092"
"CALL","NGM","USD",8.6,16205400,"sec_6093"
"CALM","NMS","USD",49.6,43830500,"sec_6094"
"CALN.SW","EBS","CHF",34.7,8240790,"sec_6095"
"CALW","PNK","USD",0.4,74036496,"sec_6096"
"CALX","NYQ","USD",6.9,53079200,"sec_6097"
"CAMB.BR","BRU","EUR",30.6,1500000,"sec_6098"
"CAMB.L","LSE","GBP",56,1e+08,"sec_6099"
"CAMB4.SA","SAO","BRL",16,2546500,"sec_6100"
"CAML.L","LSE","USD",212.5,171444000,"sec_6101"
"CAMP","NMS","USD",23.42,35281400,"sec_6102"
"CAMSONBIO.BO","BSE","INR",9,29999800,"sec_6103"
"CAMT","NGM","USD",10.35,36184800,"sec_6104"
"CAMX.ST","STO","SEK",96.2,38381500,"sec_6105"
"CANBK.NS","NSI","INR",287.5,733244992,"sec_6106"
"CANF","ASE","USD",1.19,34726700,"sec_6107"
"CANN","PNK","USD",2.69,36010300,"sec_6108"
"CANTA.ST","STO","SEK",18.25,66185800,"sec_6109"
"CANWF","PNK","CAD",0.34,113288000,"sec_6110"
"CAOHF","PNK","HKD",0.02,22398500864,"sec_6111"
"CAOVY","PNK","HKD",14.695,10956199936,"sec_6112"
"CAOYF","PNK","CNY",0.725,2671569920,"sec_6113"
"CAP.AX","ASX","AUD",0.085,199191008,"sec_6114"
"CAP.PA","PAR","EUR",111.05,166690000,"sec_6115"
"CAPAC.ST","STO","SEK",47.4,2715600,"sec_6116"
"CAPB","PNK","USD",0.0195,4159000,"sec_6117"
"CAPIO.ST","STO","SEK",51.5,141160000,"sec_6118"
"CAPL","NYQ","USD",18.01,34433600,"sec_6119"
"CAPP","PNK","USD",0.55,98348496,"sec_6120"
"CAPR","NCM","USD",1.04,29994300,"sec_6121"
"CAPS","PNK","USD",0.05049,54385400,"sec_6122"
"CAPU.BA","BUE","ARS",23.25,167959008,"sec_6123"
"CAPV","PNK","USD",0.003,53056000,"sec_6124"
"CAPX.BA","BUE","ARS",53.5,179802000,"sec_6125"
"CAQ.AX","ASX","AUD",0.038,717785984,"sec_6126"
"CAR-UN.TO","TOR","CAD",46.89,144934000,"sec_6127"
"CAR.AX","ASX","AUD",15,242982000,"sec_6128"
"CAR","NMS","USD",34.95,79194200,"sec_6129"
"CAR1.F","FRA","EUR",2.94,748321024,"sec_6130"
"CARA","NGM","USD",18.92,39290500,"sec_6131"
"CARB","NGM","USD",39.4,33613900,"sec_6132"
"CARBORUNIV.BO","BSE","INR",354.1,189039008,"sec_6133"
"CARC.BA","BUE","ARS",1.06,458152000,"sec_6134"
"CARD.L","LSE","GBP",177.5,341548992,"sec_6135"
"CARE","PNK","USD",17.64,26258000,"sec_6136"
"CARERATING.BO","BSE","INR",1281,29778300,"sec_6137"
"CARERATING.NS","NSI","INR",1279,29461200,"sec_6138"
"CARO","NCM","USD",41.55,22432800,"sec_6139"
"CART","NCM","USD",8,7156990,"sec_6140"
"CARV","NCM","USD",5.58,3697910,"sec_6141"
"CAS.AX","ASX","AUD",0.03,502151008,"sec_6142"
"CASI","NCM","USD",7.63,86524600,"sec_6143"
"CASM","NCM","USD",2.11,27780800,"sec_6144"
"CASO.ST","STO","SEK",0.1998,138182000,"sec_6145"
"CASS","NMS","USD",71.47,12294400,"sec_6146"
"CASS.MI","MIL","EUR",7.05,167256992,"sec_6147"
"CAST.ST","STO","SEK",161.1,273200992,"sec_6148"
"CASY","NMS","USD",114.64,36595400,"sec_6149"
"CAT-A.ST","STO","SEK",24.3,2530560,"sec_6150"
"CAT-B.ST","STO","SEK",23.4,79318000,"sec_6151"
"CAT","NYQ","USD",139.34,594324992,"sec_6152"
"CAT31.PA","PAR","EUR",111.8,1409000,"sec_6153"
"CATB","NGM","USD",0.65,71035504,"sec_6154"
"CATC","PNK","USD",91.35,4104350,"sec_6155"
"CATE.ST","STO","SEK",189.2,37698900,"sec_6156"
"CATM","NMS","USD",37.17,46089500,"sec_6157"
"CATO","NYQ","USD",23.3,22477900,"sec_6158"
"CATP34.SA","SAO","USD",540,594324992,"sec_6159"
"CATR.PA","PAR","USD",114.5,590972992,"sec_6160"
"CATS","NCM","USD",8.22,15913200,"sec_6161"
"CATY","NMS","USD",42.47,81255696,"sec_6162"
"CAVM","NMS","USD",86.23,70022896,"sec_6163"
"CAW","ASE","USD",2.85,6488980,"sec_6164"
"CAY.AX","ASX","AUD",0.245,315383008,"sec_6165"
"CAY.V","VAN","CAD",0.035,59599200,"sec_6166"
"CAZ.AX","ASX","AUD",0.037,230367008,"sec_6167"
"CAZ.F","FRA","USD",3.99,172667008,"sec_6168"
"CB","NYQ","USD",134.04,463259008,"sec_6169"
"CB1A.F","FRA","USD",178.13,195266000,"sec_6170"
"CBA.AX","ASX","AUD",74.29,1756620032,"sec_6171"
"CBA.V","VAN","CAD",0.185,47361300,"sec_6172"
"CBAF","PNK","USD",56.45,926977,"sec_6173"
"CBAI","PNK","USD",0.0072,1272050048,"sec_6174"
"CBAK","NGM","USD",0.6899,26647500,"sec_6175"
"CBAN","NGM","USD",17.2,8439260,"sec_6176"
"CBAUF","PNK","AUD",53.63,1726009984,"sec_6177"
"CBAY","NCM","USD",12.25,59052800,"sec_6178"
"CBB-PB","NYQ","USD",49,42173900,"sec_6179"
"CBB","NYQ","USD",13,42397200,"sec_6180"
"CBBB","PNK","USD",0.15,597503,"sec_6181"
"CBBT","PNK","USD",0.125,9039350,"sec_6182"
"CBCA","PNK","USD",1.31,143550000,"sec_6183"
"CBCY","PNK","USD",550,4425080,"sec_6184"
"CBCYB","PNK","USD",550,2878990,"sec_6185"
"CBD","NYQ","BRL",20.45,266015008,"sec_6186"
"CBDS","PNK","USD",2.85,21427100,"sec_6187"
"CBE.PA","PAR","EUR",400,143616,"sec_6188"
"CBEE3.SA","SAO","BRL",20.09,166634000,"sec_6189"
"CBEV","PNK","USD",0.04,220835008,"sec_6190"
"CBFV","NGM","USD",32.25,5414300,"sec_6191"
"CBG.L","LSE","GBP",1577,150324992,"sec_6192"
"CBGPY","PNK","GBP",39.5,150300000,"sec_6193"
"CBI.TA","TLV","ILS",318.2,161215008,"sec_6194"
"CBI.V","VAN","CAD",0.025,52903000,"sec_6195"
"CBIA","PNK","",0.2,NA,"sec_6196"
"CBIO","NCM","USD",10.33,11942700,"sec_6197"
"CBIS","PNK","USD",0.0477,2551810048,"sec_6198"
"CBK.CN","CNQ","CAD",0.055,182832000,"sec_6199"
"CBK.DE","GER","EUR",8.13,1252359936,"sec_6200"
"CBK","NYQ","USD",0.91,38077600,"sec_6201"
"CBKLP","PNK","USD",101.5,30722000,"sec_6202"
"CBKM","PNK","USD",23.5,2729640,"sec_6203"
"CBKPP","PNK","USD",105.1,30722000,"sec_6204"
"CBKW","PNK","USD",20,2161000,"sec_6205"
"CBL-PD","NYQ","USD",18.24,0,"sec_6206"
"CBL-PE","NYQ","USD",16.4,0,"sec_6207"
"CBL","NYQ","USD",4.59,172662000,"sec_6208"
"CBL.TO","TOR","CAD",2.47,57121400,"sec_6209"
"CBLI","NCM","USD",1.85,11298200,"sec_6210"
"CBLUY","PNK","CNY",16.81,4609999872,"sec_6211"
"CBM-H.V","VAN","CAD",0.16,7671520,"sec_6212"
"CBM","NYQ","USD",63.45,33258300,"sec_6213"
"CBMG","NGM","USD",19.15,16962000,"sec_6214"
"CBNC","PNK","USD",44.65,1748710,"sec_6215"
"CBOE","NMS","USD",95.77,111819000,"sec_6216"
"CBP.CN","CNQ","USD",0.015,79037400,"sec_6217"
"CBP.L","LSE","GBP",291,53710000,"sec_6218"
"CBPO","NMS","USD",91.99,33243600,"sec_6219"
"CBPX","NYQ","USD",38.9,36967800,"sec_6220"
"CBPX.MX","MEX","USD",669.9,38655900,"sec_6221"
"CBQK.QA","DOH","QAR",39.04,404724992,"sec_6222"
"CBRL","NMS","USD",152.11,24003600,"sec_6223"
"CBS","NYQ","USD",53.22,338524992,"sec_6224"
"CBS.V","VAN","CAD",0.06,47319800,"sec_6225"
"CBSH","NMS","USD",71.12,106617000,"sec_6226"
"CBSHP","NMS","USD",25.48,106886000,"sec_6227"
"CBSM.PA","PAR","EUR",6.9,12204100,"sec_6228"
"CBT","NYQ","USD",64.48,61558600,"sec_6229"
"CBTT-B.ST","STO","SEK",21.8,17110700,"sec_6230"
"CBU","NYQ","USD",65.79,51107700,"sec_6231"
"CBUMY","PNK","CNY",51.08,3451040000,"sec_6232"
"CBV.V","VAN","CAD",0.09,15903700,"sec_6233"
"CBW.F","FRA","CNY",0.083,25469700096,"sec_6234"
