"Ticker","Exchange","financialCurrency","currentPrice","sharesOutstanding","sec_id"
"VINDHYATEL.BO","BSE","INR",1383.8,11850900,"sec_19261"
"VINYLINDIA.BO","BSE","INR",101.9,18337100,"sec_19262"
"VINYLINDIA.NS","NSI","INR",101.75,18275900,"sec_19263"
"VINYOFL.BO","BSE","INR",29.65,4319000,"sec_19264"
"VIO.AT","ATH","EUR",2.88,259190000,"sec_19265"
"VIO.BR","BRU","EUR",2.965,259190000,"sec_19266"
"VIO.V","VAN","CAD",0.09,44259300,"sec_19267"
"VIP.F","FRA","USD",114.31,7217910,"sec_19268"
"VIP.L","LSE","EUR",7.375,325430016,"sec_19269"
"VIPIND.NS","NSI","INR",569.95,141310000,"sec_19270"
"VIPPYSP.BO","BSE","INR",42,5870000,"sec_19271"
"VIPS","NYQ","CNY",7.15,659017984,"sec_19272"
"VIPSN.MX","MEX","CNY",146.45,587624000,"sec_19273"
"VIPV","PNK","USD",0.003,202316000,"sec_19274"
"VIRA","PNK","USD",0.052,754243968,"sec_19275"
"VIRATCRA.BO","BSE","INR",46.15,20423800,"sec_19276"
"VIRC","NGM","USD",5,15357500,"sec_19277"
"VIRP.PA","PAR","EUR",130.2,8429960,"sec_19278"
"VIRT","NMS","USD",21.85,107005000,"sec_19279"
"VIRTUALS.BO","BSE","INR",2.65,10297600,"sec_19280"
"VIS.IC","ICE","ISK",11.15,1952640000,"sec_19281"
"VIS.L","LSE","GBP",2.1,172062000,"sec_19282"
"VIS.MC","MCE","EUR",60.75,46603700,"sec_19283"
"VIS.V","VAN","CAD",0.035,133244000,"sec_19284"
"VISA34.SA","SAO","USD",566.29,2283300096,"sec_19285"
"VISAKAIND.NS","NSI","INR",601.5,15877500,"sec_19286"
"VISESHINFO.BO","BSE","INR",0.19,3774439936,"sec_19287"
"VISI","ASE","USD",3.4,21035600,"sec_19288"
"VISN.TA","TLV","ILS",5750,1304180,"sec_19289"
"VISTIN.OL","OSL","NOK",10.95,44344600,"sec_19290"
"VIT-B.ST","STO","SEK",82.4,26533300,"sec_19291"
"VIT.V","VAN","CAD",0.315,776705984,"sec_19292"
"VITFF","PNK","CAD",0.2387,516582016,"sec_19293"
"VITR.ST","STO","SEK",119.06,108551000,"sec_19294"
"VIV","NYQ","BRL",10.24,1688690048,"sec_19295"
"VIV.MI","MIL","EUR",21.36,1247890048,"sec_19296"
"VIV.PA","PAR","EUR",21.4,1266960000,"sec_19297"
"VIV.V","VAN","CAD",0.58,33565100,"sec_19298"
"VIVANZA.BO","BSE","INR",39.3,4e+06,"sec_19299"
"VIVEF","PNK","EUR",24.5,1247890048,"sec_19300"
"VIVHY","PNK","EUR",24.524,1247890048,"sec_19301"
"VIVIDHA.BO","BSE","INR",1.02,246200992,"sec_19302"
"VIVIDIND.BO","BSE","INR",50.5,9131150,"sec_19303"
"VIVK","PNK","USD",0.33,224783008,"sec_19304"
"VIVN.MX","MEX","BRL",226.18,1688690048,"sec_19305"
"VIVO","NMS","USD",14.9,42344300,"sec_19306"
"VIVOBIOT.BO","BSE","INR",63.8,9350520,"sec_19307"
"VIVR3.SA","SAO","BRL",0.24,292809984,"sec_19308"
"VIVT4.SA","SAO","BRL",40.11,1119340032,"sec_19309"
"VIZC","PNK","USD",1e-04,900425024,"sec_19310"
"VJ6.F","SA","EUR",49.85,25579200,"sec_19311"
"VJC.F","FRA","JPY",16.82,252308000,"sec_19312"
"VJET","NYQ","EUR",3.3,18600000,"sec_19313"
"VK.PA","PAR","EUR",4.71,457888992,"sec_19314"
"VKA.AX","ASX","AUD",0.02,313718016,"sec_19315"
"VKFYO.IS","IST","TRY",1.36,2e+07,"sec_19316"
"VKGYO.IS","IST","TRY",1.54,79916496,"sec_19317"
"VKI","ASE","USD",10.71,44391600,"sec_19318"
"VKIN","PNK","USD",0.2,81850000,"sec_19319"
"VKING.IS","IST","TRY",1.27,4.2e+07,"sec_19320"
"VKJINFRA.BO","BSE","INR",0.76,237996992,"sec_19321"
"VKSC","PNK","USD",3.45,53190700,"sec_19322"
"VKTX","NCM","USD",10.45,60657800,"sec_19323"
"VL51.F","FRA","CAD",0.051,32798800,"sec_19324"
"VLAP.PA","PAR","EUR",0.0315,90166704,"sec_19325"
"VLDI","PNK","USD",0.0072,688286976,"sec_19326"
"VLE.L","LSE","GBP",890,3668360,"sec_19327"
"VLE.TO","TOR","CAD",2.9,85662096,"sec_19328"
"VLEEF","PNK","EUR",44.1,237200992,"sec_19329"
"VLEEY","PNK","EUR",22.61,237200992,"sec_19330"
"VLGEA","NMS","USD",29.29,10071600,"sec_19331"
"VLID3.SA","SAO","BRL",18.34,70512704,"sec_19332"
"VLKAF","PNK","EUR",160.25,501295008,"sec_19333"
"VLKAY","PNK","EUR",32.01,501295008,"sec_19334"
"VLKPF","PNK","EUR",159.75,501295008,"sec_19335"
"VLKPY","PNK","EUR",32.11,501295008,"sec_19336"
"VLLX","PNK","USD",33.1,3908700,"sec_19337"
"VLN.TO","TOR","USD",12.25,6055370,"sec_19338"
"VLO","NYQ","USD",111,427398016,"sec_19339"
"VLOUF","PNK","EUR",5.53,448568000,"sec_19340"
"VLOWY","PNK","EUR",1.12,448568000,"sec_19341"
"VLP","NYQ","USD",40.52,69262096,"sec_19342"
"VLP1L.VS","LIT","EUR",3.2,11943000,"sec_19343"
"VLPNF","PNK","EUR",48.3643,176320992,"sec_19344"
"VLPNY","PNK","EUR",8.715,176320992,"sec_19345"
"VLRDF","PNK","AUD",1.62,161830000,"sec_19346"
"VLRS","NYQ","MXN",7.12,1011880000,"sec_19347"
"VLRT.SW","EBS","CHF",11.7,4698830,"sec_19348"
"VLS.L","LSE","GBP",8.64,390323008,"sec_19349"
"VLSFINANCE.NS","NSI","INR",77.4,38662000,"sec_19350"
"VLTC","PNK","USD",0.785,8994810,"sec_19351"
"VLVLY","PNK","SEK",16.27,2.032e+09,"sec_19352"
"VLX.L","LSE","USD",75.7,143478000,"sec_19353"
"VLY-PA","NYQ","USD",26.4651,331454016,"sec_19354"
"VLY","NYQ","USD",11.95,331470016,"sec_19355"
"VMART.NS","NSI","INR",2865.6,18116900,"sec_19356"
"VMC.AX","ASX","AUD",0.14,87181400,"sec_19357"
"VMC","NYQ","USD",110.34,132268000,"sec_19358"
"VMI","NYQ","USD",139.9,22408200,"sec_19359"
"VML.AX","ASX","AUD",0.008,1742610048,"sec_19360"
"VML.V","VAN","CAD",0.235,50593600,"sec_19361"
"VMM","ASE","USD",12.36,11505000,"sec_19362"
"VMNT","PNK","",0.1589,NA,"sec_19363"
"VMRI","PNK","USD",0.0197,69571200,"sec_19364"
"VMS.AX","ASX","AUD",0.025,518612000,"sec_19365"
"VMS.BO","BSE","INR",17.7,16473400,"sec_19366"
"VMT.AX","ASX","AUD",0.055,217616000,"sec_19367"
"VMW","NYQ","USD",150.88,106862000,"sec_19368"
"VNCE","NYQ","USD",22.52,11616500,"sec_19369"
"VNDA","NGM","USD",21.85,52379400,"sec_19370"
"VNET","NMS","CNY",9.035,111881000,"sec_19371"
"VNET.L","LSE","GBP",114,27698900,"sec_19372"
"VNI.F","FRA","USD",41.49,115825000,"sec_19373"
"VNLPY","PNK","GBP",0.301,526444992,"sec_19374"
"VNNHF","PNK","CAD",0.1366,464680992,"sec_19375"
"VNO-PK","NYQ","USD",25.18,0,"sec_19376"
"VNO-PL","NYQ","USD",24.26,0,"sec_19377"
"VNO","NYQ","USD",76.89,190238000,"sec_19378"
"VNOM","NMS","USD",38.37,51550800,"sec_19379"
"VNORP","PNK","USD",138.4,0,"sec_19380"
"VNP.TO","TOR","USD",3.49,84292304,"sec_19381"
"VNR.TO","TOR","CAD",20.36,39179700,"sec_19382"
"VNRFY","PNK","EUR",5.395,1.28e+08,"sec_19383"
"VNRX","ASE","USD",1.86,30031200,"sec_19384"
"VNTYF","PNK","CAD",0.3,9605260,"sec_19385"
"VNUE","PNK","USD",0.01937,90198400,"sec_19386"
"VNV-SDB.ST","STO","USD",72.9,84562400,"sec_19387"
"VNVLF","PNK","EUR",0.055,90166704,"sec_19388"
"VNWTF","PNK","CAD",6.3501,22379700,"sec_19389"
"VNX.F","FRA","USD",78.5,338119008,"sec_19390"
"VO51.F","FRA","USD",2.9,70566600,"sec_19391"
"VO9V.F","FRA","USD",0.359,109596000,"sec_19392"
"VOC.AX","ASX","AUD",2.38,620046016,"sec_19393"
"VOC","NYQ","USD",5.6,1.7e+07,"sec_19394"
"VOC.MC","MCE","EUR",1.334,121067000,"sec_19395"
"VOD","NMS","EUR",22.78,26622099456,"sec_19396"
"VOD.L","LSE","EUR",175.78,26715099136,"sec_19397"
"VODAF","PNK","ZAR",9.78,1467090048,"sec_19398"
"VODG","PNK","USD",0.22,24131800,"sec_19399"
"VOIL","PNK","USD",0.035,14184900,"sec_19400"
"VOITHPAPR.BO","BSE","INR",797.25,4392560,"sec_19401"
"VOLAF","PNK","SEK",16.4,2.032e+09,"sec_19402"
"VOLTAMP.NS","NSI","INR",949.8,10110400,"sec_19403"
"VOLTAS.BO","BSE","INR",615.4,330908992,"sec_19404"
"VOLTAS.NS","NSI","INR",616.3,330884992,"sec_19405"
"VOLV-A.ST","STO","SEK",148.9,458851008,"sec_19406"
"VOLV-B.ST","STO","SEK",148.6,1572999936,"sec_19407"
"VOLVF","PNK","SEK",16.28,2.032e+09,"sec_19408"
"VONN.SW","EBS","CHF",68.65,56056300,"sec_19409"
"VOPKF","PNK","EUR",43.905,127544000,"sec_19410"
"VOPKY","PNK","EUR",44.03,127544000,"sec_19411"
"VOQP","PNK","USD",0.005,6769220,"sec_19412"
"VOS.DE","GER","EUR",48.25,15967400,"sec_19413"
"VOS.F","FRA","EUR",48.3,15967400,"sec_19414"
"VOSSF","PNK","EUR",54.231,15967400,"sec_19415"
"VOSYS.AT","ATH","EUR",2.14,6325000,"sec_19416"
"VOW.DE","GER","EUR",137.1,501295008,"sec_19417"
"VOW.F","FRA","EUR",136.7,295089984,"sec_19418"
"VOW3.DE","GER","EUR",138.74,206204992,"sec_19419"
"VOW3.F","FRA","EUR",138.2,501295008,"sec_19420"
"VOW4.F","FRA","EUR",28,501295008,"sec_19421"
"VOW5.F","FRA","EUR",28.4,501295008,"sec_19422"
"VOX.F","FRA","USD",4.66,24160300,"sec_19423"
"VOXX","NMS","USD",5.35,21938100,"sec_19424"
"VOYA","NYQ","USD",49.97,160571008,"sec_19425"
"VP.CN","CNQ","CAD",0.115,38959100,"sec_19426"
"VP.L","LSE","GBP",1167.5,39538300,"sec_19427"
"VPA.F","FRA","USD",2.01,119030000,"sec_19428"
"VPC.AX","ASX","AUD",0.004,1130850048,"sec_19429"
"VPG","NYQ","USD",42,12449300,"sec_19430"
"VPGI","PNK","USD",0.45,897000,"sec_19431"
"VPK.AS","AMS","EUR",38.46,127645000,"sec_19432"
"VPLM","PNK","USD",0.0725,1485420032,"sec_19433"
"VPRB","PNK","USD",0.057,75329296,"sec_19434"
"VPRO","PNK","USD",0.0029,1270200064,"sec_19435"
"VPT.V","VAN","CAD",0.2,54893600,"sec_19436"
"VPTDF","PNK","CAD",0.162,51538500,"sec_19437"
"VPY.V","VAN","CAD",2.38,37983100,"sec_19438"
"VQJ.F","FRA","AUD",0.016,257271008,"sec_19439"
"VQS.V","VAN","USD",0.165,161364000,"sec_19440"
"VR","NYQ","USD",67.99,81396704,"sec_19441"
"VR2N.F","FRA","CAD",0.08,38250400,"sec_19442"
"VRA","NMS","USD",14.24,35437000,"sec_19443"
"VRAP.PA","PAR","EUR",24.2,8874900,"sec_19444"
"VRAY","NGM","USD",9.98,75206704,"sec_19445"
"VRCFF","PNK","CAD",0.1491,4150760,"sec_19446"
"VRCI","PNK","USD",0.002,23867700,"sec_19447"
"VRDR","PNK","USD",0.0129,115039000,"sec_19448"
"VREYF","PNK","CAD",5.7079,187402000,"sec_19449"
"VRG-B.ST","STO","SEK",1.17,145096000,"sec_19450"
"VRL.AX","ASX","AUD",2.22,192990000,"sec_19451"
"VRLLOG.BO","BSE","INR",315.55,91183800,"sec_19452"
"VRME","PNK","USD",0.292,96270896,"sec_19453"
"VRML","NCM","USD",0.5411,75274200,"sec_19454"
"VRNL.PA","PAR","EUR",2.38,1099260,"sec_19455"
"VRNS","NMS","USD",69.15,29220300,"sec_19456"
"VRNT","NMS","USD",47.55,64012000,"sec_19457"
"VROS.DE","GER","EUR",1.7,9425000,"sec_19458"
"VROS.F","FRA","EUR",1.65,10350000,"sec_19459"
"VRP.L","LSE","GBP",126.5,105076000,"sec_19460"
"VRQ.F","FRA","EUR",0.352,21318500,"sec_19461"
"VRS.L","LSE","GBP",134,148664992,"sec_19462"
"VRSEF","PNK","CAD",1e-04,95655904,"sec_19463"
"VRSK","NMS","USD",117.42,164708000,"sec_19464"
"VRSN","NMS","USD",150.75,121919000,"sec_19465"
"VRSYF","PNK","CAD",0.006,27201000,"sec_19466"
"VRT.AX","ASX","AUD",5.46,80389904,"sec_19467"
"VRT.CN","CNQ","CAD",0.18,37814600,"sec_19468"
"VRTA","PNK","USD",2.73,1250980,"sec_19469"
"VRTB","PNK","USD",4000,1518,"sec_19470"
"VRTC","PNK","USD",0.04,39538000,"sec_19471"
"VRTS","NMS","USD",130.7,7166140,"sec_19472"
"VRTT","PNK","USD",0.35,19495400,"sec_19473"
"VRTU","NMS","USD",53.39,29741400,"sec_19474"
"VRTV","NYQ","USD",47.9,15846100,"sec_19475"
"VRTX","NMS","USD",176.08,255560000,"sec_19476"
"VRTY","PNK","USD",0.0172,10177000,"sec_19477"
"VRX","NYQ","USD",23.4,349299008,"sec_19478"
"VRX.TO","TOR","USD",30.8,348516000,"sec_19479"
"VRXN.MX","MEX","USD",430,348516000,"sec_19480"
"VRY.V","VAN","USD",0.015,268412992,"sec_19481"
"VS1.F","FRA","USD",55.86,58011000,"sec_19482"
"VS51.F","FRA","USD",101.51,3.1e+07,"sec_19483"
"VSAR","NMS","USD",1.8,36240700,"sec_19484"
"VSAT","NMS","USD",63.88,59549200,"sec_19485"
"VSBN","PNK","USD",20.8,1683250,"sec_19486"
"VSC.DE","GER","EUR",4.075,30648500,"sec_19487"
"VSEC","NMS","USD",38.63,10881100,"sec_19488"
"VSH","NYQ","USD",22.55,144215008,"sec_19489"
"VSI","NYQ","USD",12.75,24231400,"sec_19490"
"VSLR","NYQ","USD",5.2,118599000,"sec_19491"
"VSMR","PNK","USD",0.35,112235000,"sec_19492"
"VSN.L","LSE","USD",138.5,151592000,"sec_19493"
"VSR.V","VAN","CAD",0.11,42729400,"sec_19494"
"VSRV","PNK","USD",0.0051,48335000,"sec_19495"
"VSS1R.RG","RIS","EUR",3.28,23912500,"sec_19496"
"VSSL.BO","BSE","INR",133.05,35697400,"sec_19497"
"VSST","PNK","USD",0.001,45059000,"sec_19498"
"VSTIND.BO","BSE","INR",2999,15441900,"sec_19499"
"VSTIND.NS","NSI","INR",2997.6,15436700,"sec_19500"
"VSTM","NGM","USD",8.28,73592304,"sec_19501"
"VSTO","NYQ","USD",18.49,57528300,"sec_19502"
"VSTTILLERS.NS","NSI","INR",2085.3,8639530,"sec_19503"
"VSVS.L","LSE","GBP",608.5,270336000,"sec_19504"
"VSY.F","FRA","USD",10.96,23223800,"sec_19505"
"VSYS","PNK","CAD",0.003,130297000,"sec_19506"
"VT9.DE","GER","EUR",54.4,28536600,"sec_19507"
"VTA","NYQ","",11.46,NA,"sec_19508"
"VTC.L","LSE","GBP",1255,44908600,"sec_19509"
"VTEQ","PNK","USD",0.11,946107,"sec_19510"
"VTG.AX","ASX","AUD",1.165,160391008,"sec_19511"
"VTGDF","PNK","USD",0.011,311631008,"sec_19512"
"VTI.V","VAN","USD",0.01,114242000,"sec_19513"
"VTJ1.F","FRA","CAD",0.085,76155696,"sec_19514"
"VTKLF","PNK","USD",10.9,250788992,"sec_19515"
"VTL","NMS","USD",9,42369400,"sec_19516"
"VTM.F","FRA","CAD",7.79,43215000,"sec_19517"
"VTNA.TA","TLV","ILS",1064,47073200,"sec_19518"
"VTNR","NCM","USD",1.26,35025000,"sec_19519"
"VTR","NYQ","USD",59.67,356439008,"sec_19520"
"VTSI","PNK","USD",4.925,7904310,"sec_19521"
"VTSYF","PNK","HKD",3.2,1051689984,"sec_19522"
"VTT.V","VAN","CAD",0.185,144860992,"sec_19523"
"VTU.L","LSE","GBP",50.5,377512992,"sec_19524"
"VTVT","NGM","USD",0.998,11442300,"sec_19525"
"VU1.F","FRA","AUD",0.009,792808000,"sec_19526"
"VUI.V","VAN","USD",0.225,57230600,"sec_19527"
"VULC","PNK","USD",116.8,978000,"sec_19528"
"VULC3.SA","SAO","BRL",5.04,245756000,"sec_19529"
"VULMF","PNK","CAD",0.04,58526100,"sec_19530"
"VUOC","PNK","USD",0.0032,14273000,"sec_19531"
"VUX.V","VAN","CAD",0.06,60500000,"sec_19532"
"VUZI","NCM","USD",6.25,27426400,"sec_19533"
"VVC","NYQ","USD",71.5,83080704,"sec_19534"
"VVC.V","VAN","CAD",0.03,261516000,"sec_19535"
"VVDH.F","FRA","EUR",18,549590016,"sec_19536"
"VVI","NYQ","USD",60.75,20325500,"sec_19537"
"VVIT","PNK","USD",0.0065,29030900,"sec_19538"
"VVL.OL","OSL","NOK",127,1889450,"sec_19539"
"VVUD.F","FRA","EUR",21,1247890048,"sec_19540"
"VVUS","NMS","USD",0.6219,106227000,"sec_19541"
"VVV3.DE","GER","EUR",17.196,3229390,"sec_19542"
"VVV3.F","FRA","EUR",16.92,7429390,"sec_19543"
"VW-V.SW","EBS","EUR",157,501295008,"sec_19544"
"VW.SW","EBS","EUR",156.3,501295008,"sec_19545"
"VWDRY","S","EUR",21.01,213792992,"sec_19546"
"VWS.CO","S","EUR",410.5,200488000,"sec_19547"
"VWS.DE","S","EUR",54.1,213792992,"sec_19548"
"VWS.F","S","EUR",54.72,213792992,"sec_19549"
"VWS.SW","S","EUR",63.06,213792992,"sec_19550"
"VWSA.F","S","EUR",17.5,213792992,"sec_19551"
"VWSYF","S","EUR",62.85,213792992,"sec_19552"
"VX8A.F","FRA","EUR",2.76,18600000,"sec_19553"
"VXL.V","VAN","CAD",0.075,86887400,"sec_19554"
"VXLINSTR.BO","BSE","INR",7.87,13324800,"sec_19555"
"VXLLF","PNK","CAD",0.0661,50429400,"sec_19556"
"VXR.AX","ASX","AUD",0.18,3598429952,"sec_19557"
"VYAPAR.BO","BSE","INR",28,6132000,"sec_19558"
"VYCO","PNK","USD",0.289,21876100,"sec_19559"
"VYEY","PNK","USD",1.01,28037700,"sec_19560"
"VYGR","NMS","USD",19.31,32436000,"sec_19561"
"VYO.F","FRA","CLP",33.46,747006016,"sec_19562"
"VYST","PNK","USD",0.0647,216676000,"sec_19563"
"VZ.BA","BUE","USD",510,NA,"sec_19564"
"VZ","NYQ","USD",54.79,4131940096,"sec_19565"
"VZ.SW","EBS","USD",53.5,4079409920,"sec_19566"
"VZ1.SG","STU","SGD",1.42,2162810112,"sec_19567"
"VZ8.F","FRA","USD",0.968,860184000,"sec_19568"
"VZA","NYQ","USD",25.67,4079409920,"sec_19569"
"VZN.SW","EBS","CHF",314.5,7942240,"sec_19570"
"W","NYQ","USD",119.31,59660800,"sec_19571"
"W02.F","FRA","USD",6.57,186050000,"sec_19572"
"W05.SI","SES","SGD",1.97,768019008,"sec_19573"
"W1I.F","FRA","CAD",0.121,134847008,"sec_19574"
"W1J.F","FRA","SGD",3.25,1115800064,"sec_19575"
"W1T2.F","FRA","CAD",0.545,73798096,"sec_19576"
"W2U1.F","FRA","CAD",0.027,86186704,"sec_19577"
"W3W.F","FRA","USD",70.94,34220300,"sec_19578"
"W4M.F","FRA","USD",25.81,93503104,"sec_19579"
"W5C.F","FRA","AUD",0.005,563196992,"sec_19580"
"W5XA.F","FRA","GBP",0.469,61365400,"sec_19581"
"W6O.F","FRA","USD",0.011,4038010112,"sec_19582"
"W7L.F","FRA","EUR",190.3,98955600,"sec_19583"
"W8A.F","FRA","USD",60.64,992412032,"sec_19584"
"W8M1.F","FRA","THB",0.012,1304659968,"sec_19585"
"W8U.F","FRA","USD",115.62,27332800,"sec_19586"
"W8Z.F","FRA","EUR",0.2,3825000,"sec_19587"
"W9C.F","FRA","USD",622,21191500,"sec_19588"
"W9X.F","FRA","EUR",12.7,2e+08,"sec_19589"
"WA3.F","FRA","USD",24.91,42030000,"sec_19590"
"WA7.F","FRA","AUD",0.658,1507250048,"sec_19591"
"WAB","NYQ","USD",109.97,96386400,"sec_19592"
"WABC","NMS","USD",62.92,26671100,"sec_19593"
"WABCOINDIA.BO","BSE","INR",6748.85,18965000,"sec_19594"
"WABCOINDIA.NS","NSI","INR",6747.5,18967600,"sec_19595"
"WAC.F","FRA","EUR",23.86,70140000,"sec_19596"
"WACLY","PNK","JPY",143.5,67946000,"sec_19597"
"WACMF","PNK","JPY",5.63,162371008,"sec_19598"
"WAF.AX","ASX","AUD",0.315,690825024,"sec_19599"
"WAF.DE","GER","EUR",118.15,30088500,"sec_19600"
"WAF.V","VAN","AUD",0.31,484248000,"sec_19601"
"WAFD","NMS","USD",34.7,83537504,"sec_19602"
"WAGE","NYQ","USD",52.8,39636500,"sec_19603"
"WAIR","NYQ","USD",13.2,99493904,"sec_19604"
"WAKE","PNK","USD",20,1155000,"sec_19605"
"WAL","NYQ","USD",57.87,105876000,"sec_19606"
"WALCHPF.BO","BSE","INR",108.8,2903890,"sec_19607"
"WALL-B.ST","STO","SEK",89.95,289049984,"sec_19608"
"WALLFORT.BO","BSE","INR",53.95,9687200,"sec_19609"
"WALM34.SA","SAO","USD",96.23,2992999936,"sec_19610"
"WALMEX.MX","MEX","MXN",53.31,17461399552,"sec_19611"
"WANBURY.BO","BSE","INR",25.5,23720100,"sec_19612"
"WANBURY.NS","NSI","INR",25,23220100,"sec_19613"
"WANSF","PNK","USD",10.76,37319000,"sec_19614"
"WAR.V","VAN","CAD",0.08,44290600,"sec_19615"
"WARFF","PNK","HKD",2.85,3033999872,"sec_19616"
"WARGF","PNK","CAD",0.081,21990300,"sec_19617"
"WARM","PNK","USD",0.048,193412000,"sec_19618"
"WARN.SW","EBS","CHF",1900,198000,"sec_19619"
"WARNER.BO","BSE","INR",0.95,18555400,"sec_19620"
"WASH","NMS","USD",59.25,17278100,"sec_19621"
"WASM","PNK","USD",0.75,NA,"sec_19622"
"WAT.AX","ASX","AUD",2,37266100,"sec_19623"
"WAT","NYQ","USD",187.55,77067000,"sec_19624"
"WATERBASE.BO","BSE","INR",211.4,41426800,"sec_19625"
"WATR.L","LSE","USD",390,13884000,"sec_19626"
"WATT","NCM","USD",12.67,25619700,"sec_19627"
"WAY.F","FRA","HKD",0.208,796139008,"sec_19628"
"WAYN","NGM","USD",20.25,2705840,"sec_19629"
"WAYS","PNK","USD",2,21027700,"sec_19630"
"WAYS.ST","STO","SEK",8.3,6808620,"sec_19631"
"WB","NMS","USD",74.9,222706000,"sec_19632"
"WB0.F","FRA","USD",106.07,53623200,"sec_19633"
"WB1.F","FRA","USD",55.22,26304000,"sec_19634"
"WBA.AX","ASX","AUD",1.6,361244992,"sec_19635"
"WBA","NMS","USD",69.99,992412032,"sec_19636"
"WBA.MX","MEX","USD",1336.5,992412032,"sec_19637"
"WBA.SW","EBS","USD",60.5,1070099968,"sec_19638"
"WBAG.DE","GER","EUR",0.1,81760600,"sec_19639"
"WBAG.F","FRA","EUR",0.082,81760600,"sec_19640"
"WBAI","NYQ","CNY",13.45,42255200,"sec_19641"
"WBC.AX","ASX","AUD",30.33,3426149888,"sec_19642"
"WBC","NYQ","USD",122.69,52904900,"sec_19643"
"WBC.NZ","NZE","AUD",33.48,3347770112,"sec_19644"
"WBCC.F","FRA","AUD",19.3,3347770112,"sec_19645"
"WBE.V","VAN","CAD",0.1,33665800,"sec_19646"
"WBJ.F","FRA","AUD",9.07,98110200,"sec_19647"
"WBK","NYQ","AUD",22.11,3347770112,"sec_19648"
"WBRBY","PNK","EUR",5.17,116956000,"sec_19649"
"WBS","NYQ","USD",67.52,92228496,"sec_19650"
"WBSI","PNK","USD",0.1728,2350320,"sec_19651"
"WC3.F","FRA","USD",150.69,32682400,"sec_19652"
"WCAGY","PNK","EUR",102.515,123566000,"sec_19653"
"WCC","NYQ","USD",59.7,47099400,"sec_19654"
"WCC.V","VAN","CAD",0.05,77715904,"sec_19655"
"WCE.V","VAN","CAD",0.08,31359700,"sec_19656"
"WCFB","NCM","USD",8.95,2404100,"sec_19657"
"WCG","NYQ","USD",294.74,49295700,"sec_19658"
"WCH.DE","GER","EUR",120.4,49678000,"sec_19659"
"WCM-A.TO","TOR","CAD",3.21,9172450,"sec_19660"
"WCMK.DE","GER","EUR",4,136803008,"sec_19661"
"WCMK.F","FRA","EUR",4.015,136803008,"sec_19662"
"WCN.AX","ASX","AUD",0.001,3849590016,"sec_19663"
"WCN","NYQ","USD",80.08,263363008,"sec_19664"
"WCP.TO","TOR","CAD",8.23,417484992,"sec_19665"
"WCRS","PNK","USD",4.25,9391000,"sec_19666"
"WCTXF","PNK","CAD",0.02646,116665000,"sec_19667"
"WCUI","PNK","USD",0.165,92879400,"sec_19668"
"WD","NYQ","USD",54.63,31267200,"sec_19669"
"WD1.F","FRA","USD",148.68,14023400,"sec_19670"
"WD5.F","FRA","USD",38.94,102786000,"sec_19671"
"WDAM.QA","DOH","QAR",69.01,1.8e+07,"sec_19672"
"WDAY","NYQ","USD",142.65,146194000,"sec_19673"
"WDC.F","FRA","USD",56.55,2.94e+08,"sec_19674"
"WDC","NMS","USD",64.63,299241984,"sec_19675"
"WDDA.F","FRA","USD",17.99,83598000,"sec_19676"
"WDDD","PNK","USD",0.275,56554800,"sec_19677"
"WDFC","NMS","USD",171.7,13871900,"sec_19678"
"WDG.V","VAN","CAD",0.17,81779600,"sec_19679"
"WDGJF","PNK","USD",8.6603,372700000,"sec_19680"
"WDH.CO","S","DKK",260.8,252368000,"sec_19681"
"WDI.DE","GER","EUR",178.8,123566000,"sec_19682"
"WDI.F","FRA","EUR",179,123566000,"sec_19683"
"WDI.SW","EBS","EUR",204,123566000,"sec_19684"
"WDKA","PNK","USD",0.007,27356000,"sec_19685"
"WDL.DE","GER","EUR",0.968,26253300,"sec_19686"
"WDO.TO","TOR","CAD",3.24,134207000,"sec_19687"
"WDP.BR","BRU","EUR",118,22506600,"sec_19688"
"WDP.F","FRA","USD",98.5,1.6e+09,"sec_19689"
"WDR","NYQ","USD",20.65,79759296,"sec_19690"
"WDT.NZ","NZE","NZD",0.182,257340000,"sec_19691"
"WE7.F","FRA","AUD",1.77,1692610048,"sec_19692"
"WEA.F","FRA","USD",50.58,104162000,"sec_19693"
"WEB.AX","ASX","AUD",14.05,118474000,"sec_19694"
"WEB.BR","BRU","EUR",52.5,2186810,"sec_19695"
"WEB","NMS","USD",28,48374100,"sec_19696"
"WEB.L","LSE","USD",2.8,393337984,"sec_19697"
"WEB.V","VAN","CAD",0.07,7059290,"sec_19698"
"WEBC","PNK","USD",110,900426,"sec_19699"
"WEBELSOLAR.NS","NSI","INR",42.1,21973100,"sec_19700"
"WEBK","NCM","USD",33.3,2394200,"sec_19701"
"WEBNF","PNK","AUD",21.55,3347770112,"sec_19702"
"WEC.AX","ASX","AUD",0.056,328374016,"sec_19703"
"WEC","NYQ","USD",68.26,315532992,"sec_19704"
"WED.V","VAN","USD",3.1,143187008,"sec_19705"
"WEE.V","VAN","CAD",0.4,87372600,"sec_19706"
"WEEEF","PNK","CAD",0.652,73798096,"sec_19707"
"WEF.TO","TOR","CAD",2.33,393248992,"sec_19708"
"WEG1.DE","GER","EUR",8.5,79578000,"sec_19709"
"WEGE3.SA","SAO","BRL",17.5,2097080064,"sec_19710"
"WEGZY","PNK","BRL",4.75,2096770048,"sec_19711"
